@RELATION "Wines dataset"

@ATTRIBUTE name STRING
@ATTRIBUTE price NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE country STRING
@ATTRIBUTE region STRING
@ATTRIBUTE sweetness {dry, semi-dry, semi-sweet, sweet}
@ATTRIBUTE grape STRING
@ATTRIBUTE manufacturer STRING
@ATTRIBUTE strength NUMERIC
@ATTRIBUTE volume NUMERIC

@DATA
'Vino Chianti Classico, Fontodi, 2020',8990,4.3,Italija,Toskana,dry,'sandzhoveze 100\%',Fontodi,14.0,0.75
'Vino Pinot Grigio, Colterenzio, 2022',3490,4.5,Italija,'Trentino-Al\'to Adidzhe',dry,'pino gridzhio 100\%',Colterenzio,13.5,0.75
'Vino Sovin\'on Blan, Sikory, 2021',1490,4.6,Rossija,'Kuban\'',dry,'sovin\'on blan 100\%',Sikory,13.0,0.75
'Vino Chateau Pape Clement Rouge, 2007',29990,5.0,Frantsija,Bordo,dry,'kaberne fran','Chateau Pape Clement',13.0,0.75
'Vino Gewurztraminer Jules Geyl, Domaine Bott-Geyl, 2019',5290,4.9,Frantsija,'El\'zas',sweet,'gevjurtstraminer 100\%','Domaine Bott-Geyl',13.5,0.75
'Vino Hermitage Blanc, Guigal, 2018',16490,5.0,Frantsija,'Dolina Rony',dry,'russan 5\%',Guigal,14.0,0.75
'Vino Sauvignon Volpe Pasini, 2022',4790,4.3,Italija,Friuli-Venetsija-Dzhulija,dry,'sovin\'on blan 100\%','Volpe Pasini',13.0,0.75
'Vino Les Allees de Cantemerle, Chateau Cantemerle, 2014',3518,4.0,Frantsija,Bordo,dry,'merlo 32\%','Chateau Cantemerle',13.0,0.75
'Vino Chianti Classico, Riecine, 2020',4018,4.5,Italija,Toskana,dry,'sandzhoveze 100\%',Riecine,13.0,0.75
'Vino Chenas Quartz, Domaines Dominique Piron, 2017',5490,5.0,Frantsija,Burgundija,dry,'game 100\%','Domaines Dominique Piron',13.0,0.75
'Vino Malbec Verdot Finca Los Nobles, Luigi Bosca, 2020',6494,4.6,Argentina,Mendosa,dry,'pti verdo','Luigi Bosca',14.6,0.75
'Vino Schloss Riesling, Maximin Grunhaus, 2022',4490,4.8,Germanija,'Mozel\'',semi-dry,'risling 100\%','Maximin Grunhaus',12.0,0.75
'Vino Pfefferer Pink, Colterenzio, 2021',1640,4.5,Italija,'Trentino-Al\'to Adidzhe',dry,'muskat zheltyj',Colterenzio,12.5,0.75
'Vino Chardonnay, Vina Arboleda, 2015',3790,4.6,Chili,Akonkagua,dry,'shardone 100\%','Vina Arboleda',13.0,0.75
'Vino Sancerre Jadis, Henri Bourgeois, 2020',11490,4.0,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Henri Bourgeois',14.5,0.75
'Vino Hoe-Steen, David & Nadia, 2022',16990,0.0,'Juzhnaja Afrika',Svortlend,dry,'shenen blan 100\%','David & Nadia',12.5,0.75
'Vino Chablis Grand Cru Les Preuses, William Fevre, 2021',33490,0.0,Frantsija,Burgundija,dry,'shardone 100\%','William Fevre',12.5,0.75
'Vino Vino Nobile di Montepulciano Silineo, Fattoria del Cerro, 2019',4290,4.5,Italija,Toskana,dry,'sandzhoveze 100\%','Fattoria del Cerro',14.0,0.75
'Vino Chateauneuf-du-Pape Saintes Pierres de Nalys Blanc, Guigal, 2019',12990,5.0,Frantsija,'Dolina Rony',dry,'pikardan 3\%',Guigal,13.5,0.75
'Vino Crab & More Zinfandel, Bronco Wine Company',1790,4.3,'Soedinennye Shtaty Ameriki',Kalifornija,semi-dry,'zinfandel\'','Bronco Wine Company',13.0,0.75
'Vino Tenuta Regaleali Cygnus, Tasca d\'Almerita, 2018',4490,4.5,Italija,Sitsilija,dry,'kaberne sovin\'on 40\%','Tasca d\'Almerita',13.5,0.75
'Portvejn Graham`s Extra Dry White Port, 2018',4790,4.8,Portugalija,Doru,dry,'moskatel\'',Graham`s,19.0,0.75
'Vino El Ilusionista, Bodegas Horacio Gomez Araujo, 2021',1781,4.4,Ispanija,'Kastilija i Leon',dry,'tinto fino 100\%','Bodegas Horacio Gomez Araujo',14.0,0.75
'Vino Cutizzi Greco di Tufo, Feudi di San Gregorio, 2022',4990,4.6,Italija,Kampanija,dry,'greko 100\%','Feudi di San Gregorio',12.5,0.75
'Vino Sobaja Sauvignon, Pradio, 2021',2490,4.7,Italija,Friuli-Venetsija-Dzhulija,dry,'sovin\'on blan 100\%',Pradio,13.0,0.75
'Vino Pommard, Bouchard Pere & Fils, 2019',18990,4.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Bouchard Pere & Fils',13.5,0.75
'Vino Noa White, 2018',3490,4.4,Armenija,'Vajots Dzor',dry,voskeat,NOA,13.5,0.75
'Vino Il Rosso dei Vespa, 2021',3003,4.8,Italija,Apulija,semi-dry,'primitivo 100\%',Vespa,14.5,0.75
'Vino Gewurtztraminer, Cantina Terlan, 2023',3743,4.5,Italija,'Trentino-Al\'to Adidzhe',dry,'gevjurtstraminer 100\%','Cantina Terlan',14.0,0.75
'Vino Chateau Palmer, 2014',84990,5.0,Frantsija,Bordo,dry,'pti verdo 6\%','Chateau Palmer',13.5,0.75
'Vino Hermitage Blanc, Domaine Marc Sorrel, 2020',34990,0.0,Frantsija,'Dolina Rony',dry,'russan 5\%','Domaine Marc Sorrel',15.0,0.75
'Vino Hacienda Lopez de Haro Reserva, 2017, 1.5 l',4193,0.0,Ispanija,Rioha,dry,grasiano,'Hacienda Lopez de Haro',14.0,1.5
'Vino Max Reserva Chardonnay, Errazuriz, 2018',3290,4.5,Chili,Akonkagua,dry,'shardone 100\%',Errazuriz,13.0,0.75
'Vino Clos Henri Estate Pinot Noir, 2021',5190,4.5,'Novaja Zelandija','Mal\'boro',dry,'pino nuar 100\%','Clos Henri',14.0,0.75
'Vino El Pillo Roble, Felix Solis, 2023',1790,0.0,Ispanija,'Kastilija i Leon',semi-dry,'tempranil\'o 100\%','Felix Solis',14.0,0.75
'Vino Sancerre d\'Antan, Henri Bourgeois, 2020',11490,4.9,Frantsija,'Dolina Luary',dry,'sovin\'on blan 100\%','Henri Bourgeois',14.5,0.75
'Vino Rooibos Ridge Pinotage, Fairview, 2021',2190,4.5,'Juzhnaja Afrika','Vestern Kejp',dry,pinotazh,Fairview,13.0,0.75
'Vino L’Hermitage Rouge, Jean-Louis Chave, 2014',144990,0.0,Frantsija,'Dolina Rony',dry,'sira 100\%','Jean-Louis Chave',13.5,0.75
'Vino Fronton Le Roc le Classique, Domaine Le Roc, 2016',3290,4.2,Frantsija,Jugo-Zapad,dry,'kaberne sovin\'on','Domaine Le Roc',13.0,0.75
'Vino Clos Henri Otira Sauvignon Blanc, 2023',6490,4.9,'Novaja Zelandija','Mal\'boro',dry,'sovin\'on blan 100\%','Clos Henri',14.0,0.75
'Vino Fiano di Avellino, Feudi di San Gregorio, 2021',3990,4.3,Italija,Kampanija,dry,'fiano 100\%','Feudi di San Gregorio',13.5,0.75
'Vino Flaccianello della Pieve, Fontodi, 2019',31490,5.0,Italija,Toskana,dry,'sandzhoveze 100\%',Fontodi,14.5,0.75
'Vino Amarone della Valpolicella Classico, Bertani, 2009',39990,5.0,Italija,Veneto,semi-dry,'rondinella 20\%',Bertani,15.0,0.75
'Vino La Souteronne, Herve Souhaut, 2020',6990,0.0,Frantsija,'Dolina Rony',dry,'game 100\%','Herve Souhaut',12.5,0.75
'Vino Tokaj Late Harvest, Oremus, 2021, 0.5 l',7290,4.9,Vengrija,Tokaj,sweet,shargamushkotaj,Oremus,11.5,0.5
'Vino Muller Thurgau, Colterenzio, 2022',3490,4.5,Italija,'Trentino-Al\'to Adidzhe',dry,'mjuller turgau 100\%',Colterenzio,12.5,0.75
'Vino Volnay, Joseph Drouhin, 2019',18490,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Joseph Drouhin',13.5,0.75
'Vino Gevrey-Chambertin Premier Cru Clos-Saint-Jacques, Domaine Bruno Clair, 2018',64990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Bruno Clair',13.5,0.75
'Vino Beaune Premier Cru Greves Vigne de l\'Enfant Jesus, Bouchard Pere & Fils, 2018',59990,5.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Bouchard Pere & Fils',13.5,0.75
'Vino Beloe, Usad\'ba Markoth, 2019',1490,4.2,Rossija,'Kuban\'',dry,'sovin\'on blan','Usad\'ba Markoth',13.5,0.75
'Vino Chateau Belair Monange, 2014',29990,5.0,Frantsija,Bordo,dry,'kaberne fran 12\%','Chateau Belair Monange',14.5,0.75
'Vino Chablis Grand Cru Valmur, William Fevre, 2020',29990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','William Fevre',13.0,0.75
'Vino Stilnovo Governo all\'Uso Toscano, Banfi, 2022',2269,4.7,Italija,Toskana,semi-dry,'sandzhoveze 100\%',Banfi,13.5,0.75
'Vino Falanghina, Feudi di San Gregorio, 2022',3790,4.8,Italija,Kampanija,dry,'falangina 100\%','Feudi di San Gregorio',12.5,0.75
'Vino Chateau Angelus, 2011',109990,0.0,Frantsija,Bordo,dry,'kaberne fran 40\%','Chateau Angelus',14.5,0.75
'Vino Saperavi, Binekhi, 2022',1790,4.7,Gruzija,Kahetija,dry,'saperavi 100\%',Binekhi,14.5,0.75
'Vino Chateau du Tertre, 2014',12490,4.8,Frantsija,Bordo,dry,'pti verdo','Chateau du Tertre',13.0,0.75
'Vino Risling Krasnaja Gorka, Galitskij i Galitskij, 2022',3490,4.5,Rossija,'Kuban\'',dry,'risling 100\%','Galitskij i Galitskij',12.0,0.75
'Vino Ca Morei, Sandro Fay, 2018',8790,0.0,Italija,Lombardija,dry,'nebbiolo 100\%','Sandro Fay',14.5,0.75
'Vino 50 & 50, Capannelle, 2019',29990,4.8,Italija,Toskana,dry,'merlo 50\%',Capannelle,14.0,0.75
'Vino Classic, Domaine Tariquet, 2020',1456,4.5,Frantsija,Jugo-Zapad,dry,'gro mansan 10\%','Domaine Tariquet',10.5,0.75
'Vino Greco di Tufo, Feudi di San Gregorio, 2023',2793,4.8,Italija,Kampanija,dry,'greko 100\%','Feudi di San Gregorio',12.5,0.75
'Vino Haut-Medoc Giscours, Chateau Giscours, 2016',5490,0.0,Frantsija,Bordo,dry,merlo,'Chateau Giscours',13.0,0.75
'Vino Barolo Cannubi, Borgogno, 2018',39990,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%',Borgogno,14.5,0.75
'Vino Gerts\', Sikory, 2018',1990,4.6,Rossija,'Kuban\'',dry,merlo,Sikory,14.0,0.75
'Vino Marsannay Les Longeroies, Domaine Bruno Clair, 2019',13990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Bruno Clair',13.0,0.75
'Vino Riesling Herrenberg Kabinett, Maximin Grunhaus, 2023',7490,4.8,Germanija,'Mozel\'',sweet,'risling 100\%','Maximin Grunhaus',7.5,0.75
'Vino Pommard Premier Cru Clos des Poutures, Armand Heitz, 2022',27990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Armand Heitz',12.0,0.75
'Vino La Regina Langhe Nascetta, Braida, 2020',5490,4.6,Italija,'P\'emont',dry,'nashetta 100\%',Braida,12.5,0.75
'Vino Chianti Classico Gran Selezione Vigneto La Casuccia v podarochnoj upakovke, Castello di Ama, 2018, 1.5 l',169990,5.0,Italija,Toskana,dry,'merlo 20\%','Castello di Ama',13.5,1.5
'Vino Petit Chablis, Domaine des Chenevieres, 2020',4990,4.7,Frantsija,Burgundija,dry,'shardone 100\%','Domaine des Chenevieres',12.5,0.75
'Vino Chateau Margaux Premier Grand Cru Classe (Margaux), 2014',179990,5.0,Frantsija,Bordo,dry,'pti verdo 2\%','Chateau Margaux',13.0,0.75
'Vino Goats do Roam Red, Fairview, 2021',2190,4.5,'Juzhnaja Afrika','Vestern Kejp',dry,senso,Fairview,13.5,0.75
'Vino Sauvignon Blanc, Luigi Bosca, 2023',2093,4.0,Argentina,Mendosa,dry,'sovin\'on blan 100\%','Luigi Bosca',12.6,0.75
'Vino Petrikor Mal\'vazija, Shumrinka, 2021',1643,4.7,Rossija,'Kuban\'',dry,'mal\'vazija 100\%',Shumrinka,12.4,0.75
'Vino Hito, Bodegas Cepa 21, 2020',2653,4.6,Ispanija,'Kastilija i Leon',dry,'tinto fino 100\%','Bodegas Cepa 21',14.5,0.75
'Vino Fortius Roble, 2020',1043,4.3,Ispanija,Navarra,dry,'tempranil\'o 100\%',Fortius,13.5,0.75
'Vino Pfefferer Pink, Colterenzio, 2020',1640,4.5,Italija,'Trentino-Al\'to Adidzhe',dry,'muskat zheltyj',Colterenzio,12.5,0.75
'Vino Khikhvi Qvevri, Giuaani, 2019',3890,4.5,Gruzija,Kahetija,dry,'hihvi 100\%',Giuaani,13.5,0.75
'Vino Gavi Villa Scolca, 2020',3003,4.7,Italija,'P\'emont',dry,'korteze 100\%','La Scolca',12.0,0.75
'Vino Chateau Rieussec, 2019',27490,4.8,Frantsija,Bordo,sweet,'mjuskadel\' 2\%','Chateau Rieussec',14.0,0.75
'Vino Finca Montico Organic, Marques de Riscal, 2019',2919,4.2,Ispanija,'Kastilija i Leon',dry,'verdeho 100\%','Marques de Riscal',13.0,0.75
'Vino Quarz Sauvignon Blanc, Cantina Terlan, 2021',14990,5.0,Italija,'Trentino-Al\'to Adidzhe',dry,'sovin\'on blan 100\%','Cantina Terlan',14.0,0.75
'Vino Bruni Montepulciano d\'Abruzzo, Caviro, 2022',1290,4.5,Italija,Abrutstso,dry,'montepul\'chano 100\%',Caviro,12.5,0.75
'Vino Pinot Nero Rose, Tenuta di Salviano, 2021',2240,4.7,Italija,Umbrija,dry,'pino nero 100\%','Tenuta di Salviano',12.5,0.75
'Vino Chapelle-Chambertin Grand Cru, Domaine Pierre Damoy, 2017',149990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Pierre Damoy',13.5,0.75
'Vino Sollui, La Scolca, 2022',3240,4.4,Italija,'P\'emont',dry,'sovin\'on blan','La Scolca',13.0,0.75
'Vino Gruner Veltliner Sandgrube 13, Winzer Krems, 2023',3640,4.7,Avstrija,'Nizhnjaja Avstrija',dry,'grjuner vel\'tliner 100\%','Winzer Krems',12.5,0.75
'Vino Pinot Noir, Cantina Terlan, 2022',4193,4.2,Italija,'Trentino-Al\'to Adidzhe',dry,'pino nuar 100\%','Cantina Terlan',13.5,0.75
'Vino Vieux Chateau Certan (Pomerol) RG, 2014',57990,0.0,Frantsija,Bordo,dry,'kaberne sovin\'on 1\%','Vieux Chateau Certan',14.0,0.75
'Vino Gavi Monterotondo, Villa Sparina, 2021',16490,5.0,Italija,'P\'emont',dry,'korteze 100\%','Villa Sparina',13.0,0.75
'Vino Grand Bateau Rouge , Chateau Beychevelle, 2018',2990,4.5,Frantsija,Bordo,dry,'kaberne sovin\'on','Chateau Beychevelle',13.5,0.75
'Vino Amarone della Valpolicella Classico v podarochnoj upakovke, Bertani, 2004',49990,5.0,Italija,Veneto,semi-dry,'rondinella 20\%',Bertani,15.0,0.75
'Vino Montevertine, 2020',17490,4.0,Italija,Toskana,dry,kolorino,Montevertine,13.0,0.75
'Vino Riesling Mosel Dry, Nik Weis St. Urbans-Hof, 2021',1953,4.4,Germanija,'Mozel\'',semi-dry,'risling 100\%','Nik Weis St. Urbans-Hof',11.5,0.75
'Vino Beloe, Usad\'ba Markoth, 2018',1490,4.2,Rossija,'Kuban\'',dry,'sovin\'on blan','Usad\'ba Markoth',13.5,0.75
'Vino Crozes-Hermitage Rouge, Guigal, 2020, 1.5 l',13690,0.0,Frantsija,'Dolina Rony',dry,'sira 100\%',Guigal,13.5,1.5
'Vino Blanc de Lynch-Bages, Chateau Lynch-Bages, 2021',19990,0.0,Frantsija,Bordo,dry,'mjuskadel\' 6\%','Chateau Lynch-Bages',13.0,0.75
'Vino Maurizio Zanella, Ca\'Del Bosco, 2019',21490,5.0,Italija,Lombardija,dry,'kaberne fran 25\%','Ca\'Del Bosco',13.0,0.75
'Vino Il Glicine, Sandro Fay, 2018',8790,5.0,Italija,Lombardija,dry,'nebbiolo 100\%','Sandro Fay',14.0,0.75
'Vino Gnarly Dudes, Two Hands, 2021',5490,4.7,Avstralija,'Juzhnaja Avstralija',dry,'shiraz 100\%','Two Hands',14.4,0.75
'Vino Allende Blanco, Finca Allende, 2019',4753,4.5,Ispanija,Rioha,dry,'mal\'vazija 5\%','Finca Allende',14.0,0.75
'Vino Chianti, Conti Serristori, 2022',1490,4.5,Italija,Toskana,dry,kolorino,'Conti Serristori',13.0,0.75
'Vino Dolcetto d\'Alba A Elizabeth, Cascina delle Rose, 2022',5490,5.0,Italija,'P\'emont',dry,'dol\'chetto 100\%','Cascina delle Rose',13.0,0.75
'Vino Morey-Saint-Denis En la rue de Vergy, Domaine Bruno Clair, 2019, 0.375 l',11990,0.0,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Bruno Clair',14.0,0.375
'Vino Marques de Riscal Reserva, 2018',4190,4.8,Ispanija,Rioha,dry,'grasiano 4\%','Marques de Riscal',14.0,0.75
'Vino Semisam Sira, Shumrinka, 2019',992,4.7,Rossija,'Kuban\'',dry,'sira 100\%',Shumrinka,15.0,0.75
'Vino Alter Ego, Chateau Palmer, 2006',33990,4.7,Frantsija,Bordo,dry,'pti verdo 6\%','Chateau Palmer',13.0,0.75
'Vino Chambolle-Musigny Les Veroilles, Domaine Bruno Clair, 2019',22490,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Bruno Clair',14.0,0.75
'Vino Chateau Les Rosiers Rouge, 2019',2740,3.5,Frantsija,Bordo,dry,'kaberne sovin\'on','Chateau Les Rosiers',13.5,0.75
'Vino Saperavi Mamiko, Besini, 2022',890,4.4,Gruzija,Kahetija,dry,saperavi,Besini,12.0,0.75
'Vino Maximin Riesling, Maximin Grunhaus, 2021',2690,4.8,Germanija,'Mozel\'',semi-dry,'risling 100\%','Maximin Grunhaus',11.5,0.75
'Vino Albarino Abellio, Bodegas Milenium, 2021',2790,4.3,Ispanija,Galisija,dry,'al\'barin\'o','Bodegas Milenium',12.5,0.75
'Vino Le Grand Noir Grenache-Syrah-Mourvedre, 2021',1840,4.4,Frantsija,'Langedok-Russil\'on',semi-dry,murvedr,'Le Grand Noir',13.5,0.75
'Vino Saperavi Cabernet Sauvignon, Giuaani, 2020',2990,3.9,Gruzija,Kahetija,dry,'kaberne sovin\'on',Giuaani,13.0,0.75
'Vino Loco Cimbali Orange, 2023',1690,4.6,Rossija,Krym,dry,'risling rejnskij','Loco Cimbali',12.7,0.75
'Vino Sante Rive Valpolicella, Cielo, 2020',2140,4.2,Italija,Veneto,dry,molinara,Cielo,12.0,0.75
'Vino Kindzmarauli Shildis Mtebi, 2022',1390,4.8,Gruzija,Kahetija,semi-sweet,'saperavi 100\%','Shildis Mtebi',12.0,0.75
'Vino Gran Reserva Chardonnay, Santa Carolina, 2018',1990,4.3,Chili,'Tsentral\'naja Dolina',dry,'shardone 100\%','Santa Carolina',14.0,0.75
'Vino Grin Pinot Grigio, Volpe Pasini, 2020',2790,4.4,Italija,Friuli-Venetsija-Dzhulija,dry,'pino gridzhio 100\%','Volpe Pasini',12.5,0.75
'Vino Lefkadija Krasnoe, 2019',1490,4.5,Rossija,'Kuban\'',dry,'kaberne sovin\'on',Lefkadija,14.0,0.75
'Vino Petrikor Saperavi Sira, Shumrinka, 2020',2190,4.9,Rossija,'Kuban\'',dry,sira,Shumrinka,13.9,0.75
'Vino Mille e Una Notte v podarochnoj upakovke, Donnafugata, 2020, 1.5 l',44990,0.0,Italija,Sitsilija,dry,sira,Donnafugata,13.5,1.5
'Vino Il Caberlot, Podere Il Carnasciale, 2019',42490,0.0,Italija,Toskana,dry,'kaberlo 100\%','Podere Il Carnasciale',13.5,0.75
'Vino Moscato d\'Asti, Vietti, 2022',4790,4.9,Italija,'P\'emont',sweet,'muskat 100\%',Vietti,5.0,0.75
'Vino Max Reserva Chardonnay, Errazuriz, 2021',3290,4.5,Chili,Akonkagua,dry,'shardone 100\%',Errazuriz,13.0,0.75
'Vino Saarfeilser GG, Nik Weis St. Urbans-Hof, 2022',9990,4.8,Germanija,'Mozel\'',semi-dry,'risling 100\%','Nik Weis St. Urbans-Hof',12.0,0.75
'Vino Chateau Calon Segur, 2000',44990,5.0,Frantsija,Bordo,dry,'pti verdo','Chateau Calon Segur',13.0,0.75
'Vino bezalkogol\'noe Domaine de la Prade Blanc, 0,0\%, Oddbird',2093,4.5,Frantsija,'Langedok-Russil\'on',?,'shardone 100\%',Oddbird,?,0.75
'Vino Hans Baer Pinot Noir, Weinkellerei Hechtsheim, 2020',1690,4.2,Germanija,Rejngessen,semi-dry,'pino nuar 100\%','Weinkellerei Hechtsheim',12.0,0.75
'Vino Barolo Cerequio v podarochnoj upakovke, Vietti, 2019, 1.5 l',?,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%',Vietti,14.0,1.5
'Vino Petrikor krasnoe v podarochnoj upakovke, Shumrinka, 2020',2490,5.0,Rossija,'Kuban\'',dry,?,Shumrinka,14.2,0.75
'Vino Alie Rose, Frescobaldi, 2022',3990,4.7,Italija,Toskana,dry,vermentino,Frescobaldi,12.0,0.75
'Vino Sexy Beast, Two Hands, 2021',3843,4.6,Avstralija,'Juzhnaja Avstralija',dry,'kaberne sovin\'on 100\%','Two Hands',14.4,0.75
'Vino Rok Rosso, Pradio, 2018',2490,4.7,Italija,Friuli-Venetsija-Dzhulija,dry,merlo,Pradio,13.5,0.75
'Vino Gruner Veltliner Kremser Goldberg Kellermeister Privat, Winzer Krems, 2020',3990,4.4,Avstrija,'Nizhnjaja Avstrija',semi-dry,'grjuner vel\'tliner 100\%','Winzer Krems',13.0,0.75
'Vino Passaia, Cielo, 2020',1990,4.4,Italija,Toskana,semi-dry,merlo,Cielo,13.5,0.75
'Vino Twelftree Shiraz Adams Road Blewitt Springs, Two Hands, 2021',9490,5.0,Avstralija,'Juzhnaja Avstralija',dry,shiraz,'Two Hands',14.5,0.75
'Vino Hilandar Red, 2017',5490,4.6,Gretsija,Makedonija,dry,'kaberne sovin\'on 25\%',Hilandar,14.0,0.75
'Vino Gavi Villa Sparina, 2023',4290,4.7,Italija,'P\'emont',dry,'korteze 100\%','Villa Sparina',12.5,0.75
'Vino Pinot Bianco Riserva Vorberg, Cantina Terlan, 2021',9490,5.0,Italija,'Trentino-Al\'to Adidzhe',dry,'pino b\'janko 100\%','Cantina Terlan',14.0,0.75
'Vino Fiano Feudo Monaci, Castello Monaci, 2021',1990,4.7,Italija,Apulija,dry,'fiano 100\%','Castello Monaci',12.0,0.75
'Vino Morgon La Chanaise, Domaines Dominique Piron, 2018',4490,4.5,Frantsija,Burgundija,dry,'game 100\%','Domaines Dominique Piron',13.0,0.75
'Vino Langhe Nebbiolo, Trediberri, 2022',5490,0.0,Italija,'P\'emont',dry,'nebbiolo 100\%',Trediberri,14.0,0.75
'Vino Tenuta Regaleali Cygnus, Tasca d\'Almerita, 2020',4490,4.5,Italija,Sitsilija,dry,'kaberne sovin\'on 40\%','Tasca d\'Almerita',14.0,0.75
'Vino Pencopolitano, Pedro Parra y Familia, 2020',6990,5.0,Chili,'Juzhnyj region',dry,pais,'Pedro Parra y Familia',13.5,0.75
'Vino Condrieu La Doriane, Guigal, 2021',27490,0.0,Frantsija,'Dolina Rony',dry,'vion\'e 100\%',Guigal,14.5,0.75
'Vino Tavel, Guigal, 2020',4290,4.4,Frantsija,'Dolina Rony',dry,'sira 10\%',Guigal,14.0,0.75
'Vino Riesling Grand Cru Schlossberg, Domaine Bott-Geyl, 2019',11990,5.0,Frantsija,'El\'zas',semi-dry,'risling 100\%','Domaine Bott-Geyl',13.5,0.75
'Vino Chateau Citran, 2010, 1.5 l',18990,0.0,Frantsija,Bordo,dry,'kaberne fran 3\%','Chateau Citran',13.5,1.5
'Vino Sauvignon Blanc, Spice Route, 2023',2690,3.7,'Juzhnaja Afrika',Darling,dry,'sovin\'on blan 100\%','Spice Route',13.5,0.75
'Vino Anthilia, Donnafugata, 2023, 0.375 l',2190,4.8,Italija,Sitsilija,dry,katarratto,Donnafugata,12.5,0.375
'Vino Malbec, Luigi Bosca, 2022',1940,4.8,Argentina,Mendosa,dry,'mal\'bek 100\%','Luigi Bosca',14.4,0.75
'Vino Rose d\'Anjou \"La Jaglerie\", Marcel Martin, 2023',2190,4.8,Frantsija,'Dolina Luary',semi-dry,game,'Marcel Martin',10.5,0.75
'Vino Rosso di Montalcino, Banfi, 2022',5290,4.7,Italija,Toskana,dry,'sandzhoveze 100\%',Banfi,14.5,0.75
'Vino Petit Chablis, Domaine des Chenevieres, 2022',4990,4.7,Frantsija,Burgundija,dry,'shardone 100\%','Domaine des Chenevieres',12.5,0.75
'Vino Kabir, Donnafugata, 2022',7290,4.8,Italija,Sitsilija,sweet,'zibibbo 100\%',Donnafugata,11.5,0.75
'Vino Beaune Clos de la Chaume Gaufriot, Domaine Antonin Guyon, 2020',12990,4.9,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Antonin Guyon',13.0,0.75
'Vino Bourgogne Chardonnay, Domaine Arnaud Ente, 2018',54990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Domaine Arnaud Ente',12.5,0.75
'Vino Chateau Latour, 2017',184990,5.0,Frantsija,Bordo,dry,'pti verdo','Chateau Latour',13.0,0.75
'Vino Auxey-Duresses Tres Vieilles Vignes, Domaine Alain Gras, 2021',12990,0.0,Frantsija,Burgundija,dry,'pino nuar 100\%','Domaine Alain Gras',13.0,0.75
'Vino Marques de Riscal Sauvignon Organic, 2023',1944,4.8,Ispanija,'Kastilija i Leon',dry,'sovin\'on blan 100\%','Marques de Riscal',13.5,0.75
'Vino Camden Park Chardonnay, Byrne Vineyards, 2021',1390,4.4,Avstralija,'Juzhnaja Avstralija',semi-dry,'shardone 100\%','Byrne Vineyards',12.5,0.75
'Vino Jo Salento Negramaro, Gianfranco Fino, 2019',19990,5.0,Italija,Apulija,dry,'negroamaro 100\%','Gianfranco Fino',14.0,0.75
'Portvejn Barros Quinta da Galeira Vintage v podarochnoj upakovke, 2012',14990,0.0,Portugalija,Doru,sweet,'turiga nas\'onal\'',Barros,20.0,0.75
'Vino Sauvignon Blanc, Vina Arboleda, 2019',3790,4.3,Chili,Akonkagua,dry,'sovin\'on blan 100\%','Vina Arboleda',13.5,0.75
'Vino Risling Krasnaja Gorka, Galitskij i Galitskij, 2020',3490,4.5,Rossija,'Kuban\'',dry,'risling 100\%','Galitskij i Galitskij',12.0,0.75
'Vino Tenuta Tascante Ghiaia Nera, Tasca d\'Almerita, 2020',4490,4.3,Italija,Sitsilija,dry,'nerello maskaleze 100\%','Tasca d\'Almerita',13.0,0.75
'Vino Rose d\'Anjou \"La Jaglerie\", Marcel Martin, 2022',2190,4.8,Frantsija,'Dolina Luary',semi-dry,game,'Marcel Martin',11.0,0.75
'Vino Montrachet Grand Cru Marquis de Laguiche, Joseph Drouhin, 2018',199990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Joseph Drouhin',14.0,0.75
'Vino Fortius Reserva, 2016',1990,4.4,Ispanija,Navarra,dry,'kaberne sovin\'on',Fortius,14.0,0.75
'Vino Chateau Beychevelle, 2008',31990,5.0,Frantsija,Bordo,dry,'kaberne fran 5\%','Chateau Beychevelle',13.5,0.75
'Vino Ornellaia, 2018',84990,5.0,Italija,Toskana,dry,'pti verdo 2\%',Ornellaia,14.5,0.75
'Vino Chablis Grand Cru Bougros, Jean-Marc Brocard (Domaine Sainte-Claire), 2021',17990,5.0,Frantsija,Burgundija,dry,'shardone 100\%','Jean-Marc Brocard (Domaine Sainte-Claire)',13.0,0.75
